#SampleID	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Genus	Species	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	source_material_id	SRA Study	create_date	version
SRR5837277	AMPLICON	151	3897159	PRJNA394790	SAMN07360381	Metagenome or environmental	2058868	TECHNICAL UNVIERSITY OF BRAUNSCHWEIG	9/4/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013577	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Mantella	ebenaui	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Mantella.ebenaui.7.025.1267746	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Mantella.ebenaui.7.025.1267746	DNA extracted from sample Mantella.ebenaui.7.025.1267746	SRP112703	2017-07-18T09:59:00Z	1
SRR5837278	AMPLICON	151	6350305	PRJNA394790	SAMN07360415	Metagenome or environmental	3114883	TECHNICAL UNVIERSITY OF BRAUNSCHWEIG	2/5/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013576	Madagascar	Africa	"Madagascar:Andasibe\	Vohimana"	Boophis	tasymena	Illumina MiSeq	Skin swab	18.920856 S 48.514732 E	J9.39	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J9.39	DNA extracted from sample J9.39	SRP112703	2017-07-18T10:00:00Z	1
SRR5837279	AMPLICON	151	3030419	PRJNA394790	SAMN07360380	Metagenome or environmental	1591668	TECHNICAL UNVIERSITY OF BRAUNSCHWEIG	9/4/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013575	Madagascar	Africa	"Madagascar:Farankaraina\	Station"	Mantella	ebenaui	Illumina MiSeq	Skin swab	15.26002 S 49.50459 E	Mantella.ebenaui.7.024.1267664	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Mantella.ebenaui.7.024.1267664	DNA extracted from sample Mantella.ebenaui.7.024.1267664	SRP112703	2017-07-18T09:59:00Z	1
SRR5834765	AMPLICON	151	3070434	PRJNA394790	SAMN07360600	Metagenome or environmental	1887415	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011573	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	lugubris	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr019.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr019.S2	DNA extracted from sample Fr019.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834766	AMPLICON	151	4308634	PRJNA394790	SAMN07360565	Metagenome or environmental	2411233	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011572	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr018.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr018.S2	DNA extracted from sample Fr018.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834767	AMPLICON	151	9246334	PRJNA394790	SAMN07360599	Metagenome or environmental	5116032	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011571	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	lugubris	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr017.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr017.S2	DNA extracted from sample Fr017.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834768	AMPLICON	151	2336574	PRJNA394790	SAMN07360598	Metagenome or environmental	1198465	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011570	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	lugubris	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr016.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr016.S2	DNA extracted from sample Fr016.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834769	AMPLICON	151	2159300	PRJNA394790	SAMN07360597	Metagenome or environmental	1173776	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011569	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	lugubris	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr015.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr015.S2	DNA extracted from sample Fr015.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834770	AMPLICON	151	6502966	PRJNA394790	SAMN07360127	Metagenome or environmental	3258836	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011568	Madagascar	Africa	"Madagascar:Farankaraina\	Maroantsetra"	Dyscophus	antongilii	Illumina MiSeq	Skin swab	15.43329 S 49.4187 E	Dyscophus.antongilii.6.011.1267632	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Dyscophus.antongilii.6.011.1267632	DNA extracted from sample Dyscophus.antongilii.6.011.1267632	SRP112703	2017-07-18T08:22:00Z	1
SRR5834771	AMPLICON	151	17218983	PRJNA394790	SAMN07360594	Metagenome or environmental	9505344	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011567	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	grandidieri	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr005.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr005.S2	DNA extracted from sample Fr005.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834772	AMPLICON	151	13247079	PRJNA394790	SAMN07360585	Metagenome or environmental	7465659	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011566	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	argenteus	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr006.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr006.S2	DNA extracted from sample Fr006.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834773	AMPLICON	151	8461285	PRJNA394790	SAMN07360586	Metagenome or environmental	4363275	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011565	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	argenteus	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr007.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr007.S2	DNA extracted from sample Fr007.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834774	AMPLICON	151	8145242	PRJNA394790	SAMN07360587	Metagenome or environmental	4054026	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011564	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	argenteus	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr008.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr008.S2	DNA extracted from sample Fr008.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834775	AMPLICON	151	7544715	PRJNA394790	SAMN07360590	Metagenome or environmental	3925699	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011563	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	femoralis	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr010.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr010.S2	DNA extracted from sample Fr010.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834776	AMPLICON	151	18405088	PRJNA394790	SAMN07360591	Metagenome or environmental	10203260	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011562	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	femoralis	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr011.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr011.S2	DNA extracted from sample Fr011.S2	SRP112703	2017-07-18T08:23:00Z	1
SRR5834777	AMPLICON	151	1996673	PRJNA394790	SAMN07359978	Metagenome or environmental	1205774	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011561	Madagascar	Africa	"Madagascar:Andringitra\	Cuvette"	Boophis	microtympanum	Illumina MiSeq	Skin swab	not collected	Fr012.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr012.S2	DNA extracted from sample Fr012.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834778	AMPLICON	151	4990701	PRJNA394790	SAMN07360595	Metagenome or environmental	2185163	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011560	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	lugubris	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr013.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr013.S2	DNA extracted from sample Fr013.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834779	AMPLICON	151	2794104	PRJNA394790	SAMN07360596	Metagenome or environmental	1642897	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/7/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011559	Madagascar	Africa	"Madagascar:PicIvohibe\	Maravitsika"	Mantidactylus	lugubris	Illumina MiSeq	Skin swab	22.48239 S 46.95644 E	Fr014.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr014.S2	DNA extracted from sample Fr014.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834780	AMPLICON	151	5063181	PRJNA394790	SAMN07360136	Metagenome or environmental	2438597	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011558	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Boophis.boehmi.3.026.1267755	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.boehmi.3.026.1267755	DNA extracted from sample Boophis.boehmi.3.026.1267755	SRP112703	2017-07-18T08:22:00Z	1
SRR5834781	AMPLICON	151	3494140	PRJNA394790	SAMN07360135	Metagenome or environmental	1832488	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011557	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Boophis.boehmi.3.019.1267726	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.boehmi.3.019.1267726	DNA extracted from sample Boophis.boehmi.3.019.1267726	SRP112703	2017-07-18T08:22:00Z	1
SRR5834782	AMPLICON	151	5688321	PRJNA394790	SAMN07360205	Metagenome or environmental	3061905	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/27/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011556	Madagascar	Africa	"Madagascar:Ankaratra\	TavolotaraCamp"	Boophis	goudoti	Illumina MiSeq	Skin swab	19.34634 S 47.27705 E	Boophis.goudoti.4.020.1267775	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.goudoti.4.020.1267775	DNA extracted from sample Boophis.goudoti.4.020.1267775	SRP112703	2017-07-18T08:22:00Z	1
SRR5834783	AMPLICON	151	4538305	PRJNA394790	SAMN07360137	Metagenome or environmental	2400573	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011555	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Boophis.boehmi.3.027.1267777	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.boehmi.3.027.1267777	DNA extracted from sample Boophis.boehmi.3.027.1267777	SRP112703	2017-07-18T08:22:00Z	1
SRR5834784	AMPLICON	151	11180191	PRJNA394790	SAMN07360132	Metagenome or environmental	5722982	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011554	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Boophis.boehmi.3.012.1267791	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.boehmi.3.012.1267791	DNA extracted from sample Boophis.boehmi.3.012.1267791	SRP112703	2017-07-18T08:22:00Z	1
SRR5834785	AMPLICON	151	4306218	PRJNA394790	SAMN07359937	Metagenome or environmental	2279661	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011553	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	Bm3.Vohi	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Bm3.Vohi	DNA extracted from sample Bm3.Vohi	SRP112703	2017-07-18T08:22:00Z	1
SRR5834786	AMPLICON	151	6207006	PRJNA394790	SAMN07360134	Metagenome or environmental	2794457	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011552	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Boophis.boehmi.3.018.1267656	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.boehmi.3.018.1267656	DNA extracted from sample Boophis.boehmi.3.018.1267656	SRP112703	2017-07-18T08:22:00Z	1
SRR5834787	AMPLICON	151	3388138	PRJNA394790	SAMN07360133	Metagenome or environmental	1826047	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/24/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011551	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Boophis.boehmi.3.015.1267711	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.boehmi.3.015.1267711	DNA extracted from sample Boophis.boehmi.3.015.1267711	SRP112703	2017-07-18T08:22:00Z	1
SRR5834788	AMPLICON	151	2505845	PRJNA394790	SAMN07360207	Metagenome or environmental	1365707	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/27/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011550	Madagascar	Africa	"Madagascar:Ankaratra\	TavolotaraCamp"	Boophis	goudoti	Illumina MiSeq	Skin swab	19.34634 S 47.27705 E	Boophis.goudoti.4.022.1267706	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.goudoti.4.022.1267706	DNA extracted from sample Boophis.goudoti.4.022.1267706	SRP112703	2017-07-18T08:22:00Z	1
SRR5834789	AMPLICON	151	16557603	PRJNA394790	SAMN07360206	Metagenome or environmental	9037258	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	8/27/2013	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011549	Madagascar	Africa	"Madagascar:Ankaratra\	TavolotaraCamp"	Boophis	goudoti	Illumina MiSeq	Skin swab	19.34634 S 47.27705 E	Boophis.goudoti.4.021.1267601	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Boophis.goudoti.4.021.1267601	DNA extracted from sample Boophis.goudoti.4.021.1267601	SRP112703	2017-07-18T08:22:00Z	1
SRR5834790	AMPLICON	151	2225287	PRJNA394790	SAMN07360086	Metagenome or environmental	1143126	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011548	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Mantidactylus	majori	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr230.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr230.S2	DNA extracted from sample Fr230.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834791	AMPLICON	151	4390476	PRJNA394790	SAMN07360098	Metagenome or environmental	2347727	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011547	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Ptychadena	mascareniensis	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr227.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr227.S2	DNA extracted from sample Fr227.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834792	AMPLICON	151	1394485	PRJNA394790	SAMN07360097	Metagenome or environmental	900992	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011546	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Ptychadena	mascareniensis	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr226.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr226.S2	DNA extracted from sample Fr226.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834793	AMPLICON	151	4695345	PRJNA394790	SAMN07360096	Metagenome or environmental	2436561	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011545	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Ptychadena	mascareniensis	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr223.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr223.S2	DNA extracted from sample Fr223.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834794	AMPLICON	151	1970550	PRJNA394790	SAMN07360095	Metagenome or environmental	1089745	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011544	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Ptychadena	mascareniensis	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr218.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr218.S2	DNA extracted from sample Fr218.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834795	AMPLICON	151	1730158	PRJNA394790	SAMN07360094	Metagenome or environmental	984320	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011543	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Ptychadena	mascareniensis	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr217.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr217.S2	DNA extracted from sample Fr217.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834796	AMPLICON	151	4471261	PRJNA394790	SAMN07360085	Metagenome or environmental	2320350	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011542	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Mantidactylus	majori	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr216.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr216.S2	DNA extracted from sample Fr216.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834797	AMPLICON	151	1862736	PRJNA394790	SAMN07360093	Metagenome or environmental	968280	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/22/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011541	Madagascar	Africa	"Madagascar:Ranomafana\	Ambatolahy"	Ptychadena	mascareniensis	Illumina MiSeq	Skin swab	21.24599 S 47.42489 E	Fr215.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr215.S2	DNA extracted from sample Fr215.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834798	AMPLICON	151	3581871	PRJNA394790	SAMN07360114	Metagenome or environmental	2055859	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/23/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011540	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Mantidactylus	cowanii	small	Skin swab	21.28882 S 47.42963 E	Fr330.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr330.S2	DNA extracted from sample Fr330.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834799	AMPLICON	151	3330456	PRJNA394790	SAMN07360104	Metagenome or environmental	1637612	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/23/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011539	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Fr331.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr331.S2	DNA extracted from sample Fr331.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834800	AMPLICON	151	3643479	PRJNA394790	SAMN07360106	Metagenome or environmental	1858195	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/23/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011538	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	quasiboehmei	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Fr328.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr328.S2	DNA extracted from sample Fr328.S2	SRP112703	2017-07-18T08:22:00Z	1
SRR5834801	AMPLICON	151	2270738	PRJNA394790	SAMN07360107	Metagenome or environmental	1256838	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	11/23/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3011537	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Boophis	reticulatus	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	Fr329.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr329.S2	DNA extracted from sample Fr329.S2	SRP112703	2017-07-18T08:22:00Z	1
